PMID,Title,Abstract,Journal,Year,Authors,DOI,MeshTerms,PublicationTypes,SourceQueries,RetrievedAt
35244051,Effects of the non-pharmacological interventions of traditional Chinese medicine on postpartum depression: A protocol for systematic review and network meta-analysis.,"Postpartum depression (PPD) has become one of the common disorders during the postpartum period. The non-pharmacological interventions of traditional Chinese medicine (TCM) have achieved good results in the treatment of PPD. However, the efficacy of different non-pharmacological interventions of TCM for PPD has not been fully elucidated. Due to the large number of non-pharmacological intervention of TCM modalities, the selection of appropriate non-pharmacological interventions of TCM has become an urgent clinical problem. The aim of this network meta-analysis was to explore the best choice for different non-pharmacological interventions of TCM for PPD. PubMed, Web of Science, Scopus, Cochrane Library, Embase, China Scientific Journal Database, China National Knowledge Infrastructure, Chinese Biomedical Literature Database, and Wanfang Data were searched to identify the randomized controlled trials of non-pharmacological interventions of TCM for PPD from the inception to February 2022. Two researchers will be independently responsible for literature screening, data extraction, and assessment of their quality. Standard pair-wise and Bayesian network meta-analysis will be performed to compare the efficacy of different non-pharmacological interventions of TCM for PPD via Stata 14.0 and WinBUGS1.4 software. The results of this meta-analysis will be submitted to a peer-reviewed journal for publication. The conclusion of this systematic review will provide evidence for the selection of an optimal non-pharmacological interventions of TCM for PPD. Ethical approval is not required for this study. The systematic review will be published in a peer-reviewed journal, presented at conferences, and shared on social media platforms. DOI 10.17605/OSF.IO/TM96G.",Medicine,2022,Huang XiaoMei; Luo Shu; Wang Hongwei,10.1097/MD.0000000000028939,"Bayes Theorem; Depression, Postpartum; Female; Humans; Medicine, Chinese Traditional; Research Design; Systematic Reviews as Topic; Network Meta-Analysis as Topic",Journal Article,clinical_subtypes,2026-06-11 17:48:13
34490139,919 Syrup Alleviates Postpartum Depression by Modulating the Structure and Metabolism of Gut Microbes and Affecting the Function of the Hippocampal GABA/Glutamate System.,"Postpartum depression (PPD) is a mental disorder that affects pregnant women around the world, with serious consequences for mothers, families, and children. Its pathogenesis remains unclear, and medications for treating PPD that can be used during lactation remain to be identified. 919 syrup (919 TJ) is a Chinese herbal medicine that has been shown to be beneficial in the treatment of postpartum depression in both clinical and experimental studies. The mechanism of action of 919 TJ is unclear. 919 syrup is ingested orally, making the potential interaction between the drug and the gut microbiome impossible to ignore. We therefore hypothesized that 919 syrup could improve the symptoms of postpartum depression by affecting the structure and function of the intestinal flora, thereby altering hippocampal metabolism. We compared changes in hippocampal metabolism, fecal metabolism, and intestinal microflora of control BALB/c mice, mice with induced untreated PPD, and mice with induced PPD treated with 919 TJ, and found that 4-aminobutyric acid (GABA) in the hippocampus corresponded with PPD behaviors. Based on changes in GABA levels, multiple key gut bacterial species (<i>Mucispirillum schaedleri, Bifidobacterium pseudolongum, Desulfovibrio piger, Alloprevotella tannerae, Bacteroides</i> sp.2.1.33B and <i>Prevotella</i> sp. CAG:755) were associated with PPD. Metabolic markers that may represent the function of the intestinal microbiota in mice with PPD were identified (Met-Arg, urocanic acid, thioetheramide-PC, L-pipecolic acid, and linoleoyl ethanolamide). The relationship between these factors is not a simple one-to-one correspondence, but more likely a network of staggered functions. We therefore believe that the composition and function of the entire intestinal flora should be emphasized in research studying the gut and PPD, rather than changes in the abundance of individual bacterial species. The introduction of this concept of ""GutBalance"" may help clarify the relationship between gut bacteria and systemic disease.",Frontiers in cellular and infection microbiology,2021,Tian Xin-Yun; Xing Jing-Wei; Zheng Qiao-Qi; Gao Peng-Fei,10.3389/fcimb.2021.694443,"Animals; Bacteria; Bacteroidetes; Bifidobacterium; Depression, Postpartum; Desulfovibrio; Female; Gastrointestinal Microbiome; Glutamic Acid; Hippocampus; Humans; Mice; Mice, Inbred BALB C; Pregnancy; gamma-Aminobutyric Acid","Journal Article; Research Support, Non-U.S. Gov't",clinical_subtypes,2026-06-11 17:48:13
37766542,Factors associated with postpartum smoking relapse at early postpartum period of Japanese women in the Japan Environmental and Children's Study.,"Postpartum smoking relapse is a serious public health concern. Previous studies have identified several risk factors for postpartum smoking relapse; however, very little is known about the predictors of early postpartum smoking relapse. This study aimed to determine postpartum smoking relapse status and its associated risk factors at 1 month postpartum among Japanese women. Data were obtained from 93,851 mothers with live births in an ongoing birth cohort study, the Japan Environment and Children's Study. Data on smoking status and confounding variables were collected using self-administered questionnaires and medical record transcripts. Self-administered questionnaires were administered during the first trimester, second/third trimester, and 1 month after delivery. A multiple logistic regression analysis was performed. Among the 14,326 mothers who smoked during pregnancy, 10,917 (76.2%) quit smoking during pregnancy. Subsequently, 617 (5.7%) of the mothers who had quit relapsed smoking at 1 month postpartum. Maternal age (≤24, ≥35), maternal education (≤12 years), parity (≥Second), feeding method (Formula milk), partner smoking status during pregnancy (Smoker), number of cigarettes per day before the cessation of smoking (≥11), maternal alcohol consumption at 1-month postpartum (Drinker), postpartum depression (EPDS score ≥9), and spending time at the parents' home after delivery (≥14 days) were associated with smoking relapse. A certain number of mothers relapsed even 1 month postpartum. Besides mother's alcohol and smoking habit before pregnancy, breastfeeding and partner smoking are important factors in early postpartum smoking relapse in Japan.",Environmental health and preventive medicine,2023,Anai Akane; Asato Kaname; Tatsuta Nozomi; Sakurai Kasumi; Ota Chiharu; Kuriyama Shinichi; Sugawara Junichi; Arima Takahiro; Yaegashi Nobuo; Nakai Kunihiko; Japan Environment and Children’s Study Group,10.1265/ehpm.23-00059,Humans; Female; Japan; Postpartum Period; Adult; Risk Factors; Recurrence; Smoking; Young Adult; Pregnancy; Smoking Cessation; Cohort Studies; East Asian People,Journal Article,clinical_subtypes,2026-06-11 17:48:13
12534310,Effect of reproductive hormones and selective estrogen receptor modulators on mood during menopause.,"Periods of intense hormonal fluctuations have been associated with heightened prevalence and exacerbation of underlying psychiatric illness, particularly the occurrence of premenstrual dysphoria, puerperal depression and depressive symptoms during perimenopause. It has been speculated that sex steroids such as estrogens, progestogens, testosterone and dehydroepiandrosterone (DHEA) exert a significant modulation of brain functioning, possibly through interactions with various neurotransmitter systems. It is therefore intuitive that abrupt alterations of these hormones would interfere with mood and behaviour. On the other hand, accumulating data suggest that hormonal interventions may also promote relief or even remission of depressive symptoms, as already demonstrated in studies with patients experiencing postpartum depression and perimenopausal depressive disorders. The extent to which perimenopause, alone, may increase the risk for depression is unclear. However, existing data strongly suggest that some women are particularly vulnerable to developing significant physical and psychological disturbances when entering perimenopause. This article reviews the effect of sex hormones and selective estrogen receptor modulators (SERMs) on mood among peri- and postmenopausal women. There are preliminary, though promising, data on the use of estradiol (particularly transdermal estradiol) to alleviate depression during perimenopause, use of a combination of estrogens and selective serotonin reuptake inhibitors for depression during the postmenopausal period, and the use of testosterone to improve psychological well-being and increase libido among women with induced menopause. Further studies would help to better delineate the usage of hormones as an antidepressant strategy (monotherapy or augmenting treatment) for peri- and postmenopausal women. A brief review of some nonhormonal interventions for the treatment of menopause-related symptoms that may significantly affect a woman's quality of life is also presented. There are some preliminary data suggesting the efficacy of antidepressants for the treatment of hot flushes; existing data on diet supplements and herbal products have shown more mixed results.",Drugs & aging,2003,Soares Claudio N; Poitras Jennifer R; Prouty Jennifer,10.2165/00002512-200320020-00001,"Affect; Antidepressive Agents; Brain; Depressive Disorder; Drug Therapy, Combination; Female; Gonadal Steroid Hormones; Humans; Menopause; Premenopause; Quality of Life; Selective Estrogen Receptor Modulators","Journal Article; Research Support, Non-U.S. Gov't; Review",clinical_subtypes,2026-06-11 17:48:13
36126781,Saffron essential oil ameliorates CUMS-induced depression-like behavior in mice via the MAPK-CREB1-BDNF signaling pathway.,"Saffron, the dried stigma of Crocus sativus L., has a long history of use in the treatment of depression in traditional Chinese medicine and Islamic medicine. The unique aroma of saffron, primarily derived from its volatile oil, has been widely used by folk to mitigate anxiety and depression via sniffing because the aroma of saffron has a pleasant and invigorating effect. This study aimed to investigate the antidepressant effect and the underlying mechanism of saffron essential oil (SEO) in mice exposed to chronic unpredictable mild stress (CUMS). In this study, compounds of SEO were identified using gas chromatography-mass spectrometry analysis, while network pharmacology was used to predict potential active compounds, antidepressant targets, and related signaling pathways of SEO. The CUMS depression model was further used to explore the therapeutic effect and possible mechanism of SEO. During the modeling period, mice were regularly administered fluoxetine (3.6 mg/kg, i.g.) or diluted SEO (2%, 4%, and 6% SEO, inhalation). The antidepressant and neuroprotective effects of SEO were evaluated by behavior tests (the open field test, the sucrose preference test, the tail suspension test, and the forced swimming test), hematoxylin-eosin staining, and Nissl staining. The enzyme-linked immunosorbent assay kits were used to measure dopamine (DA), 5-serotonin (5-HT), brain-derived neurotrophic factor (BDNF), and γ-aminobutyric acid (GABA) levels in serum. The relative abundance of Raf1, MEK1, P-ERK1/2/ERK1/2, P-CREB1/CREB1, BDNF, and P-Trk B/Trk B in the hippocampus was determined using western blot (WB). According to the network pharmacology analysis, seven active SEO compounds mediated 113 targets related to depression treatment, most of which were enriched in the 5-HT synapse, calcium signaling pathway, and cAMP signaling pathway. In vivo experiments indicated that fluoxetine and SEO improved depression-like behaviors in depressed mice. The levels of 5-HT, DA, BDNF, and GABA in serum increased significantly. Histopathological examinations revealed that fluoxetine and SEO ameliorated neuronal damage in the hippocampus. WB analysis showed that the relative expressions of Raf1, MEK1, P-ERK1/2/ERK1/2, P-CREB1/CREB1, BDNF, and P-Trk B/Trk B were significantly higher in the fluoxetine and SEO groups than in the CUMS group. Overall, these findings suggest that SEO significantly alleviates the depressive symptoms in CUMS exposed mice and partially restores hippocampal neuronal damage. Meanwhile, the best efficacy was observed in 4% SEO. Furthermore, the antidepressant mechanism of SEO is primarily dependent on the regulation of the MAPK-CREB1-BDNF signaling pathway.",Journal of ethnopharmacology,2023,Chen Ziwei; Gu Jinping; Lin Susu; Xu Zijin; Xu Hongyu; Zhao Jiajing; Feng Peishi; Tao Yi; Chen Suhong; Wang Ping,10.1016/j.jep.2022.115719,"Animals; Antidepressive Agents; Behavior, Animal; Brain-Derived Neurotrophic Factor; Crocus; Depression; Disease Models, Animal; Dopamine; Eosine Yellowish-(YS); Fluoxetine; Hematoxylin; Hippocampus; MAP Kinase Signaling System; Mice; Neuroprotective Agents; Oils, Volatile; Serotonin; Signal Transduction; Stress, Physiological; Stress, Psychological; Sucrose; gamma-Aminobutyric Acid",Journal Article,network_pharmacology,2026-06-11 17:48:13
39241390,"Network pharmacology screening, in vitro and in vivo evaluation of antianxiety and antidepressant drug-food analogue.","Depression and anxiety disorders are prevalent psychiatric conditions, and currently utilized chemical drugs typically come with significant adverse effects. China boasts a wealth of medicinal and food herbs known for their safe and effective properties. This study aimed to develop novel formulations with improved antidepressant and anxiolytic effects derived from medicinal and food herbs. Screening combinations with antidepressant and anxiolytic effects using techniques such as network pharmacology and validating their effects in vitro and in vivo experiments. Utilizing network pharmacology and molecular docking, we identified the top ten medicinal herbs with anxiolytic and antidepressant potential. Herbs with cytoprotective effects and non-toxic characteristics were further screened to formulate the herbal blends. Subsequently, we established a PC12 cell injury model and a chronic unpredictable mild stress (CUMS) model in mice to assess the effects of our formulations. Ten medicinal herbs were initially screened, and six of them were deemed suitable for formulating the blend, namely Gancao, Dazao, Gouqizi, Sangye, Huangqi, and Jinyinhua (GDGSHJ). The GDGSHJ formulation reduced Lactate Dehydrogenase (LDH) leakage, decreased apoptosis, and demonstrated a favorable antidepressant and antianxiety effect in the CUMS mouse model. Besides, GDGSHJ led to the upregulation of serum 5-Hydroxytryptamine (5-HT) content and brain tissue 5-HT, Gamma-aminobutyric acid (GABA), and Dopamine (DA) levels. It also downregulated the expression of SLC6A4 and SLC6A3 genes in the mouse hippocampus while upregulating HTR1A, DRD1, DRD2, and GABRA1 genes. Our formulation exhibited robust antidepressant and antianxiety effects without inducing substantial toxicity. This efficacy appears to be mediated by the expression of relevant genes within the hippocampus of mice. The formulation achieved this effect by balancing 5-HT levels in the serum and DA, GABA, and 5-HT levels within brain tissue.",Phytomedicine : international journal of phytotherapy and phytopharmacology,2024,Luo Ting; Zhao Zhi-Heng; Wu Min-Rui; Ren Xiao-Yu; Xu Zi-Yang; Li Long-Jie; Yi Yang; Wang Hong-Xun; Wang Li-Mei,10.1016/j.phymed.2024.155999,"Animals; Antidepressive Agents; Anti-Anxiety Agents; Network Pharmacology; Mice; Male; Molecular Docking Simulation; PC12 Cells; Rats; Drugs, Chinese Herbal; Depression; Plants, Medicinal; Hippocampus; Disease Models, Animal; Stress, Psychological; Anxiety; Serotonin",Journal Article,network_pharmacology,2026-06-11 17:48:13
38296172,Jiao-tai-wan and its effective component-berberine improve diabetes and depressive disorder through the cAMP/PKA/CREB signaling pathway.,"Jiao-tai-wan (JTW), a classic herbal formula of traditional Chinese medicine recorded in Han Shi Yi Tong, has been used to alleviate sleep disorders since ancient times. In modern pharmacological research, JTW has been adopted for treating diabetes mellitus and even exerts antidepressant effects. However, the potential mechanisms deserve further elucidation. The prevalence of diabetes mellitus combined with depressive disorder (DD) is continuing to increase, yet it is currently under-recognized and its treatment remains inadequate. The present study aims to explore the underlying therapeutics and mechanisms of JTW on DD. Chronic restraint stress was used on db/db mice to construct a mouse model of DD. The therapeutic effects of JTW were assessed by glucolipid metabolic indexes, behavioral tests, and depression-related neurotransmitter levels. The inflammatory status and cell apoptosis of different mice were investigated and the changes in the cAMP/PKA/CREB pathway were detected. Combining the results of fingerprinting with molecular docking, the active components of JTW were screened. A cellular model was constructed by intervention of glucose combined with corticosterone (CORT). The levels of apoptosis and depression-related neurotransmitters in HT-22 cells were examined, and the changes in the cAMP/PKA/CREB pathway were tested. Finally, the activator and inhibitor of the PKA protein were used for reverse validation experiments. JTW could improve the impaired glucose tolerance, lipid metabolism disorders, and depression-like symptoms in DD mice. Meanwhile, JTW could alleviate the inflammatory status, suppress the microglia activation, and improve hippocampal neuron apoptosis in DD mice. The dual effects of JTW might be associated with the activation of the cAMP/PKA/CREB pathway. Berberine (Ber) was identified for the in vitro experiment, it could reverse the apoptosis of HT-22 cells and up-regulate the depression-related neurotransmitter levels, and the effects of Ber were related to the activation of the cAMP/PKA/CREB pathway as well. JTW could exert both hypoglycemic and antidepressant effects through activating the cAMP/PKA/CREB signaling pathway, its active component, Ber, could improve the damage to HT-22 cells induced by glucose combined with CORT via the activation of the cAMP/PKA/CREB pathway. Ber may be one of the effective components of the dual effects of JTW.",Journal of ethnopharmacology,2024,Tang Yueheng; Gao Yang; Nie Kexin; Wang Hongzhan; Chen Shen; Su Hao; Huang Wenya; Dong Hui,10.1016/j.jep.2024.117829,"Mice; Animals; Berberine; Molecular Docking Simulation; Signal Transduction; Diabetes Mellitus; Antidepressive Agents; Glucose; Depressive Disorder; Neurotransmitter Agents; Drugs, Chinese Herbal",Journal Article,network_pharmacology,2026-06-11 17:48:13
34627986,Anti-depressive effects of Jiao-Tai-Wan on CORT-induced depression in mice by inhibiting inflammation and microglia activation.,"Jiao-Tai-Wan (JTW) is a very famous traditional Chinese medicine formula for the treatment of psychiatric disorders, especially in anxiety, insomnia and depression. However, its molecular mechanism of treatment remains indistinct. We aimed to reveal the action mechanism of JTW on anti-depression via inhibiting microglia activation and pro-inflammatory response both in vivo and in vitro. The corticosterone (CORT)-induced depression mouse model was used to evaluate the therapeutic efficacy of JTW. Behavioral tests (open field, elevated plus maze, tail suspension and forced swim test) were conducted to evaluate the effect of JTW on depressive-like behaviors. The levels of inflammatory factors and the concentration of neurotransmitters were detected by RT-qPCR or ELISA assays. Then three hippocampal tissue samples per group (Control, CORT, and JTW group) were sent for RNA sequencing (RNA-seq). Transcriptomics data analysis was used to screen the key potential therapeutic targets and signaling pathways of JTW. Based on 8 bioactive species of JTW by our previous study using High-performance liquid chromatography (HPLC) analysis, molecular docking analyses were used to predict the interaction of JTW-derived compounds and depression targets. Finally, the results of transcriptome and molecular docking analyses were combined to verify the targets, key pathways, and efficacy of JTW treatment in vivo and vitro. JTW ameliorated CORT-induced depressive-like behaviors, neuronal damage and enhanced the levels of monoamine neurotransmitters in the serum of mice. JTW also inhibited CORT-induced inflammatory activation of microglia and decreased the serum levels of interleukin- 6(IL-6) and interleukin- 1β (IL-1β) in vivo. Transcriptomic data analysis showed there were 10 key driver analysis (KDA) genes with the strongest correlation which JTW regulated in depression mice. Molecular docking analysis displayed bioactive compound Magnoflorine had the strongest binding force to the key gene colony-stimulating factor 1 receptor (CSF1R), which is the signaling microglia dependent upon for their survival. Meanwhile, CSF1R staining showed it was consistent with inflammatory activation of microglia. Our vitro experiment also showed JTW and CSF1R inhibitor significantly reduced lipopolysaccharide (LPS)/interferon-gamma (IFNɣ)-induced inflammatory activation response in macrophage cells. Our study suggests that JTW might ameliorate CORT-induced neuronal damage in depression mice by inhibiting CSF1R mediated microglia activation and pro-inflammatory response.",Journal of ethnopharmacology,2022,Bai Guiqin; Qiao Yiqi; Lo Po-Chieh; Song Lei; Yang Yuna; Duan Lining; Wei Sufen; Li Min; Huang Shuiqing; Zhang Beiping; Wang Qi; Yang Cong,10.1016/j.jep.2021.114717,"Animals; Animals, Outbred Strains; Antidepressive Agents; Behavior, Animal; Corticosterone; Depression; Disease Models, Animal; Drugs, Chinese Herbal; Hippocampus; Inflammation; Male; Mice; Microglia; Molecular Docking Simulation; RAW 264.7 Cells",Journal Article,network_pharmacology,2026-06-11 17:48:13
38490155,Cynaroside improved depressive-like behavior in CUMS mice by suppressing microglial inflammation and ferroptosis.,"Depression is a common mental health disorder, and in recent years, the incidence of various forms of depression has been on the rise. Most medications for depression are highly dependency-inducing and can lead to relapse upon discontinuation. Therefore, novel treatment modalities and therapeutic targets are urgently required. Traditional Chinese medicine (TCM) offers advantages in the treatment of depression owing to its multi-target, multi-dimensional approach that addresses the root cause of depression by regulating organ functions and balancing Yin and Yang, with minimal side effects. Cynaroside (CNS), an extract from the traditional Chinese herb honeysuckle, is a flavonoid compound with antioxidant properties. In this study, network pharmacology identified 44 potential targets of CNS associated with depression and several highly correlated inflammatory signaling pathways. CNS alleviated LPS-induced M1 polarization and the release of inflammatory factors in BV-2 cells. Transcriptomic analysis and validation revealed that CNS reduced inflammatory polarization, lipid peroxidation, and ferroptosis via the IRF1/SLC7A11/GPX4 signaling pathway. In vivo experiments showed that CNS treatment had effects similar to those of fluoxetine (FLX). It effectively ameliorated anxiety-, despair-, and anhedonia-like states in chronic unpredictable mild stress (CUMS)-induced mice and reduced microglial activation in the hippocampus. Thus, we conclude that CNS exerts its therapeutic effect on depression by inhibiting microglial cells from polarizing into the M1 phenotype and reducing inflammation and ferroptosis levels. This study provides further evidence that CNS is a potential antidepressant, offering new avenues for the treatment of depression.",Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2024,Zhou Yiwei; Huang Yuhan; Ye Wei; Chen Zijie; Yuan Zhengzhong,10.1016/j.biopha.2024.116425,"Mice; Animals; Depression; Microglia; Ferroptosis; Hippocampus; Behavior, Animal; Inflammation; Stress, Psychological; Disease Models, Animal; Glucosides; Luteolin",Journal Article,network_pharmacology,2026-06-11 17:48:13
39385284,Identification of molecular targets of Hypericum perforatum in blood for major depressive disorder: a machine-learning pharmacological study.,"Major depressive disorder (MDD) is one of the most common psychiatric disorders worldwide. Hypericum perforatum (HP) is a traditional herb that has been shown to have antidepressant effects, but its mechanism is unclear. This study aims to identify the molecular targets of HP for the treatment of MDD. We performed differential analysis and weighted gene co-expression network analysis (WGCNA) with blood mRNA expression cohort of MDD and healthy control to identify DEGs and significant module genes (gene list 1). Three databases, CTD, DisGeNET, and GeneCards, were used to retrieve MDD-related gene intersections to obtain MDD-predicted targets (gene list 2). The validated targets were retrieved from the TCMSP database (gene list 3). Based on these three gene lists, 13 key pathways were identified. The PPI network was constructed by extracting the intersection of genes and HP-validated targets on all key pathways. Key therapeutic targets were obtained using MCODE and machine learning (LASSO, SVM-RFE). Clinical diagnostic assessments (Nomogram, Correlation, Intergroup expression), and gene set enrichment analysis (GSEA) were performed for the key targets. In addition, immune cell analysis was performed on the blood mRNA expression cohort of MDD to explore the association between the key targets and immune cells. Finally, molecular docking prediction was performed for the targets of HP active ingredients on MDD. Differential expression analysis and WGCNA module analysis yielded 933 potential targets for MDD. Three disease databases were intersected with 982 MDD-predicted targets. The TCMSP retrieved 275 valid targets for HP. Separate enrichment analysis intersected 13 key pathways. Five key targets (AKT1, MAPK1, MYC, EGF, HSP90AA1) were finally screened based on all enriched genes and HP valid targets. Combined with the signaling pathway and immune cell analysis suggested the effect of peripheral immunity on MDD and the important role of neutrophils in immune inflammation. Finally, the binding of HP active ingredients (quercetin, kaempferol, and luteolin) and all 5 key targets were predicted based on molecular docking. The active constituents of Hypericum perforatum can act on MDD and key targets and pathways of this action were identified.",Chinese medicine,2024,Xu Zewen; Rasteh Ayana Meegol; Dong Angela; Wang Panpan; Liu Hengrui,10.1186/s13020-024-01018-5,,Journal Article,network_pharmacology,2026-06-11 17:48:13
39740378,Xiaohuafuning tang intervenes liver-depression-and-spleen-deficiency syndrome chronic-atrophic-gastritis by reshaping amino acid metabolism through gut Microbiota.,"Xiaohua Funing Tang (XHFND) is a decoction formula of traditional Chinese medicine (TCM) and possesses the potential to manage chronic atrophic gastritis (CAG) with liver depression and spleen deficiency (LDSD), but the mechanisms were still unclear. Our aim is to reveal the overall synergistic mechanisms of XHFND against CAG with LDSD. Based on a CAG rat model with LDSD, this study combined metabolomics, gut microbiota, and network pharmacology techniques to demonstrate the XHFND mechanisms with multiple components and targets. Through the integration analysis of gut microbiome and metabolome using metorigin, we found that XHFND regulates arginine metabolism levels in the urea cycle by regulating the gut ecological environment and the host. The XHFND mainly promotes aspartate 1 metabolism by regulating the abundance of odoribacter, bacteroides, phocaeicola, lachnospire, and intestinimonas, intervened in the imbalance of arginine metabolism in CAG rats with LDSD, suppresses the pathogenic Th17 cell differentiation, and inhibits the gastric mucosa damage in rats. Through Cytoscape analysis of network pharmacology and metabolomics integration, we found that XHFND might regulate host phospholipid metabolism through PTEN and PIK3CA to inhibit the PI3K-AKT-TSC axis and then inhibit mTORC1 to control arginine metabolism in the urea cycle and produce polyamines, thereby inhibiting the pathogenic Th17 cell differentiation and preventing rat gastric mucosa damage. Intervention in arginine metabolism in the urea cycle is the primary pathway in which XHFND exerts its therapeutic effects. XHFND may mainly control the pathogenic Th17 cell differentiation in the gastric mucosa of model rats through the pathway. This study indicated that XHFND might intervene in treating CAG with LDSD from multiple levels and perspectives to suppress the pathogenic Th17 cell differentiation, which aligns with the characteristics of TCM treatment. This study presents experimental evidence for the clinical use of XHFND and promotes the development of drugs for the therapy of CAG with LDSD.",Phytomedicine : international journal of phytotherapy and phytopharmacology,2025,Chen Li; Xu ShaoYu; Wang Sheng; Chen Hao; Han Yanquan,10.1016/j.phymed.2024.156346,"Animals; Drugs, Chinese Herbal; Gastrointestinal Microbiome; Rats; Rats, Sprague-Dawley; Male; Gastritis, Atrophic; Amino Acids; Splenic Diseases; Spleen; Medicine, Chinese Traditional; Disease Models, Animal; Th17 Cells; Liver; Metabolomics",Journal Article,network_pharmacology,2026-06-11 17:48:13
37924689,Baizhu shaoyao decoction restores the intestinal barrier and brain-gut axis balance to alleviate diarrhea-predominant irritable bowel syndrome via FoxO1/FoxO3a.,"Diarrhea-predominant irritable bowel syndrome (IBS-D) is a common functional gastrointestinal disease. Besides, baizhu shaoyao decoction (BSD) is an effective treatment for IBS-D; however, its mechanism of action remains unclear. This study aims to assess the ability of BSD to therapy IBS-D and to elucidate the underlying mechanism. First, comprehensive analyses, including ADME (absorption, distribution, metabolism, excretion) screening, Venn analysis, Gene Ontology (GO) analysis, and network construction, were performed to characterize IBS-D-related pathways and explore the synergistic effects of BSD active compounds. Next, an IBS-D model was constructed using a three-factor superposition method of neonatal maternal separation, chronic immobilization stress stimulation, and Sennae folium aqueous extract lavage. Moreover, the impact of BSD was assessed based on the body weight, fecal water content, and abdominal withdrawal reflex (AWR), and the results of the open field test, sucrose preference test, intestinal permeability assessment, transmission electron microscopy, and TdT-mediated dUTP nick-end labeling (TUNEL) analysis. The factors that regulate the BSD effects on IBS-D were estimated using immunoblotting, quantitative reverse transcription polymerase chain reaction (q-RTPCR), immunohistochemistry, and transcriptome sequencing analyses. We found that BSD improved depressive behavior, brain-gut peptide levels, and intestinal permeability induced by IBS-D by increasing the abundance of intestinal tight junctions. In addition, BSD reduced secretory immunoglobulin A levels and the number of intestinal mast cells in IBS-D rats. Network pharmacology and transcriptome sequencing analysis further revealed that the forkhead box O (FoxO) signaling pathway contributed to the BSD-induced alleviation of IBS-D, as BSD regulated the protein and mRNA levels of FoxO1, glycogen synthase kinase 3β, and FoxO3a. Importantly, a FoxO1 inhibitor effectively alleviated IBS-D symptoms in rats, whereas a FoxO3a agonist had the opposite effects. These results demonstrate that BSD alleviates depression and intestinal symptoms by regulating brain-gut peptide expression and restoring the intestinal barrier function via the FoxO signaling pathway. Furthermore, our study uses serum pharmacochemistry technology to analyze the in vivo components of TCM formula under effective condition, solving the problem of the discovery of the effective components of TCM to some extent.",Phytomedicine : international journal of phytotherapy and phytopharmacology,2024,Wei Yuanyuan; Fan Yimeng; Huang Sijuan; Lv Jianyu; Zhang Yannan; Hao Zhihui,10.1016/j.phymed.2023.155163,"Rats; Animals; Irritable Bowel Syndrome; Diarrhea; Brain-Gut Axis; Maternal Deprivation; Peptides; Drugs, Chinese Herbal",Journal Article,network_pharmacology,2026-06-11 17:48:13
38815404,Quercetin inhibits neuronal Ferroptosis and promotes immune response by targeting lipid metabolism-related gene PTGS2 to alleviate breast cancer-related depression.,"Quercetin, the key ingredient in Xiaoyao Kangai Jieyu Formula, has been previously found to relieve breast cancer-related depression (BCRD). We want to explore the potential mechanisms and therapeutic targets of quercetin alleviating BCRD. BALB/c mice were injected subcutaneously with 4T1 cells and corticosterone (CORT) to create a BCRD mice model. The primary hippocampal neurons were co-induced with 10 μg/ml lipopolysaccharide (LPS) and 200 μM CORT for 6 h to establish an in vitro model of BCRD. Quercetin was applied to explore its effect on disease symptoms, gut microbiota, and lipid metabolism of BCRD mice. Lipid metabolism-related genes were screened based on network pharmacology. Molecular docking was employed to prove whether quercetin bound to prostaglandin-endoperoxide synthase 2 (PTGS2). PTGS2 overexpression was carried out to explore the underlying mechanism of quercetin treatment on BCRD. Quercetin treatment not only altered the composition and abundance of gut microbiota but also alleviated abnormal lipid metabolism in BCRD mice. In particular, quercetin down-regulated BCRD and lipid metabolism-related genes screened by network pharmacology, especially PTGS2. Further, molecular docking verified the stable binding between quercetin and PTGS2. In hippocampal neurons, quercetin promoted proliferation but reduced ferroptosis-related markers (total Fe, Fe2+, MDA, and ROS) levels by targeting PTGS2. In BCRD mice, quercetin reduced the high immobility time and increased the sucrose preference rate and serotonin (5-HT), dopamine (DA), and noradrenaline (NE) levels. Meanwhile, quercetin increased CD4+/CD8+ T cells ratio and IL-2 and IFN-γ levels but reduced CA153 and IL-10 levels to alleviate BCRD development. However, PTGS2 overexpression reversed these effects of quercetin on BCRD. Quercetin inhibited neuronal ferroptosis and promoted immune responses in BCRD mice by targeting the lipid metabolism-related gene PTGS2. This provided a reference for quercetin in the treatment of BCRD.",Phytomedicine : international journal of phytotherapy and phytopharmacology,2024,Zhu Qing; Han Yuanshan; He Ying; Meng Pan; Fu Yilan; Yang Hui; He Gefei; Long Minghui; Shi Yingrui,10.1016/j.phymed.2024.155560,"Animals; Quercetin; Ferroptosis; Mice, Inbred BALB C; Female; Lipid Metabolism; Mice; Cyclooxygenase 2; Neurons; Molecular Docking Simulation; Gastrointestinal Microbiome; Depression; Breast Neoplasms; Hippocampus; Cell Line, Tumor; Disease Models, Animal",Journal Article,network_pharmacology,2026-06-11 17:48:13
