herb ,efficacy
Bai Fan,Detoxify 
H0297,Diuretic
H0297,Ignite down 
H0297,Strong bones 
H0297,Invigorate blood 
H0297,Nourish the liver 
H0297,Tonifying the kidney 
H0297,Tonglin
H0297,Pass through 
H0156,Chemical product 
H0156,Hemostasis 
H0156,Reduce swelling 
H0156,Digestion 
H0156,Break blood stasis 
H0156,Pass through 
Chao Shan Zha,Lag 
Chao Shan Zha,Huayu 
Chao Shan Zha,Chemical product 
Chao Shan Zha,Digestion 
Zao Jiao,Opening and closing
Zao Jiao,Insecticide 
Zao Jiao,Expectorant 
Zao Jiao,Dispel the wind  
Zao Jiao,Tongqiao 
H0190,Water utilization
H0190,Cool off  
H0190,Clear heat 
H0190,Detoxify 
Pu Huang Tan,Huayu 
Pu Huang Tan,Hemostasis 
Pu Huang Tan,Tonglin
Chao Yi Yi Ren,Strengthen the spleen
Chao Yi Yi Ren,Pus
Chao Yi Yi Ren,Antidiarrheal 
Chao Yi Yi Ren,Clear heat 
Chao Yi Yi Ren,Wetting 
Chao Yi Yi Ren,Chu Bi 
JI ZI HUANG,Nourish blood 
JI ZI HUANG,Moisturize  
JI ZI HUANG,Nourish yin 
JI ZI HUANG,Extinguish the wind 
Shu Fu,Water utilization
Shu Fu,Analgesic
Shu Fu,Elimination of symptoms  
Shu Fu,Break blood stasis 
Shu Fu,Detoxify 
Shu Fu,Pass through 
H0974,Cool blood  
H0974,Hemostasis 
H0974,Clear heat 
H0974,Detoxify 
Su Kei Hana,Analgesic
Su Kei Hana,Li Qi 
H0003,Water utilization
H0003,Invigorate blood 
H0003,Moisturize  
H0003,Slippery bowel 
H0003,Tonglin
Zhi Chuan Wu,Dispel cold  
Zhi Chuan Wu,Analgesic
Zhi Chuan Wu,Wenjing 
Zhi Chuan Wu,Dispel the wind  
Zhi Chuan Wu,Dehumidification
Chao Bo Zi Ren,Nourish the heart 
Chao Bo Zi Ren,Soothe the nerves 
Chao Bo Zi Ren,Hold sweat 
Chao Bo Zi Ren,Run intestines
Chao Bo Zi Ren,Laxative
H0215,Strengthen the spleen
H0215,Appetizer 
H0215,Swelling  
H0215,Digestion 
H0215,Qi 
H0215,Breastfeeding 
Bai Jing Dan,Insecticide 
Bai Jing Dan,Eliminate carbuncle 
Bai Jing Dan,Ulceration 
Bai Jing Dan,Corrosion 
H1028,Water utilization
H1028,Diarrhea 
H1028,Line stagnation
H1028,Laxative
Tu Jing Pi,Insecticide 
Tu Jing Pi,Antipruritic
Tu Jing Pi,Dispel the wind  
Tu Jing Pi,Dehumidification
H1225,Cool blood  
H1225,Hemostasis 
H1225,Purging fire 
H1225,Liver cleansing 
H0634,Cut malaria 
H0634,convergence 
H0634,Stop dysentery 
H0634,Hemostasis 
H0634,Detoxify 
H1064,Dingchuan 
H1064,Stop cough 
H1064,Tonifying the kidney 
H1064,Nourish the lungs 
H0898,Dampness  
H0898,Clear heat 
H0898,Detoxify 
She Tui,Surely shocked 
She Tui,Antipruritic
She Tui,Reduce swelling 
She Tui,Dispel the wind  
She Tui,Detoxify 
She Tui,Retreat 
H0141,Solid essence 
H0141,Pinggan 
H0141,Hemostasis 
H0141,Purging fire 
H0141,Pure heart 
Qi She,Surely shocked 
Qi She,Stop convulsions
Qi She,Rheumatism 
Qi She,Perforated 
H0941,Nourish the stomach
H0941,Nourish blood 
H0941,Harmony 
H0941,Soothe the nerves 
H0941,Yiqi 
H0941,Nourish the spleen  
H0941,Reconcile the camp and guard 
Fen Xin Mu,Stop band 
Fen Xin Mu,Antidiarrheal 
Fen Xin Mu,Stop dysentery 
Fen Xin Mu,Hemostasis 
Fen Xin Mu,Astringent 
Fen Xin Mu,Urinary contraction 
Xue Jie,Huayu 
Xue Jie,Pain relief 
Xue Jie,Sore 
Xue Jie,Hemostasis 
Xue Jie,Invigorate blood 
Xue Jie,Muscle growth
Chan Su,Resuscitate 
Chan Su,Analgesic
Chan Su,Detoxify 
Chan Su,Wake up 
Pang Da Hai,Liyan 
Pang Da Hai,Nourish the lungs
Pang Da Hai,Clear heat 
Pang Da Hai,Cleanse the intestines  
Pang Da Hai,Laxative
Hu Lu,Water utilization
Hu Lu,Reduce swelling 
Jin Deng Long,Liyan 
Jin Deng Long,Diuretic
Jin Deng Long,Resolve phlegm 
Jin Deng Long,Clear heat 
Jin Deng Long,Detoxify 
H0629,Kaoru  
H0629,Dispel cold  
H0629,Analgesic
H0629,Warm the lungs 
H0629,Dispel the wind  
H0629,Tongqiao 
Song Hua Fen,Hygroscopic 
Song Hua Fen,Hemostasis 
Song Hua Fen,Yiqi 
Song Hua Fen,Dispel the wind  
Huai Hua Tan,Cool blood  
Huai Hua Tan,Hemostasis 
Huai Hua Tan,Purging fire 
Huai Hua Tan,Liver cleansing 
Xian Huo Xiang,Dehumidification 
Xian Huo Xiang,And stomach
Xian Huo Xiang,Heat up 
Xian Huo Xiang,Solution table 
Zhi Zi Yuan,Get angry  
Zhi Zi Yuan,Resolve phlegm 
Zhi Zi Yuan,Cough  
Zhi Zi Yuan,Nourish the lungs
H0199,Dampness  
H0199,Analgesic
H0199,Reduce swelling 
H0199,Clear heat 
H0199,Detoxify 
H0534,Dampness  
H0534,Hemostasis 
H0534,Reduce swelling 
H0534,Clear heat 
H0534,Dispel the wind  
H0534,Detoxify 
H0534,Chu Bi 
Ya Ko To,Nourish the heart 
Ya Ko To,Soothe the nerves 
Ya Ko To,Dispel the wind  
Ya Ko To,Tongluo 
Lu Jiao Bang,Help Yang 
Lu Jiao Bang,Strong bones 
Lu Jiao Bang,Reduce swelling 
Lu Jiao Bang,Warm the kidney 
Lu Jiao Bang,Blood run 
H0553,Cool blood  
H0553,Hemostasis 
H0553,Clear heat 
Chan Tui,Liyan 
Chan Tui,Heat dissipation 
Chan Tui,Eyesight 
Chan Tui,Antispasmodic 
Chan Tui,Soothing wind 
Chan Tui,Dispel the wind  
Chan Tui,Retreat 
Chan Tui,Rash 
Pi Li Guo,Breast milk 
Pi Li Guo,Water utilization
Pi Li Guo,Invigorate blood 
Pi Li Guo,Eliminate carbuncle 
Pi Li Guo,Tonglin
Pi Li Guo,Pass through 
H0564,Resolve phlegm 
H0564,Detoxification 
H0564,Break up 
H0564,Clear heat 
Bi Yu San,Clear heat 
Bi Yu San,Heat up 
H0820,Resolve phlegm 
H0820,Break up 
H0820,Cleans the lungs 
H0820,Detoxify 
H0128,Antidiarrheal 
H0128,Stop dysentery 
H0128,Rheumatism 
H0128,Pass through 
Zhi Zi Tan,Cool blood  
Zhi Zi Tan,Dampness  
Zhi Zi Tan,Clear heat 
Zhi Zi Tan,Detoxify 
Zhi Zi Tan,Get rid of trouble
MANG MIAO,Purge 
MANG MIAO,Reduce swelling 
MANG MIAO,Clear heat 
MANG MIAO,Treatment of sores 
MANG MIAO,Broken blood  
MANG MIAO,Soft 
MANG MIAO,Pass through 
MANG MIAO,Dehumidification
Chao Bin Lang,Cut malaria 
Chao Bin Lang,Insecticide 
Chao Bin Lang,Depletion 
Chao Bin Lang,Gyozui 
Chao Bin Lang,Lower breath 
Jing Tian Sanqi,Pain relief 
Jing Tian Sanqi,Scatter blood 
Jing Tian Sanqi,Hemostasis 
Shui Zhi,Elimination of symptoms  
Shui Zhi,Broken blood  
Shui Zhi,Zhuyu  
Shui Zhi,Pass through 
H0352,Challenge 
H0352,Break up 
H0352,Antispasmodic 
H0352,Analgesic
H0352,Dispel the wind  
H0352,Tongluo 
H1054,Strengthen the spleen
H1054,Water utilization
H1054,Ning Xin
H1054,Wetting 
Chao Su Zi,Asthma 
Chao Su Zi,Eliminate phlegm 
Chao Su Zi,Run intestines
Chao Su Zi,Lower breath 
Hai Er Cha,Resolve phlegm 
Hai Er Cha,Pain relief 
Hai Er Cha,Hygroscopic 
Hai Er Cha,Sore 
Hai Er Cha,Hemostasis 
Hai Er Cha,Clear heat 
H0177,Water utilization
H0177,Active 
H0177,Dispel the wind  
H0177,Pass through 
Dai Zhe Shi,Cool blood  
Dai Zhe Shi,Pinggan 
Dai Zhe Shi,Hemostasis 
Dai Zhe Shi,Qianyang 
Dai Zhe Shi,Important town 
Dai Zhe Shi,Inverse reduction 
Feng Xiang Jiao,Analgesic
Feng Xiang Jiao,Hemostasis 
Feng Xiang Jiao,Invigorate blood 
Feng Xiang Jiao,Muscle growth
Feng Xiang Jiao,Detoxify 
Duan Yang Qi Shi,Impotence  
Duan Yang Qi Shi,Warm the kidney 
H0153,stomachic  
H0153,Strengthen the spleen
H0153,Soothe the nerves 
H0153,Yiqi 
H0153,Tonic 
H1145,Water utilization
H1145,Venting heat   
H1145,Eliminate phlegm 
H1145,Soft 
Chao Hei Qian Niu Zi,Water utilization
Chao Hei Qian Niu Zi,Insecticide 
Chao Hei Qian Niu Zi,Depletion 
Chao Hei Qian Niu Zi,Expectorant  
Chao Hei Qian Niu Zi,Drink by drink 
Chao Hei Qian Niu Zi,Laxative
Zhi Yin Yang Huo,Impotence  
Zhi Yin Yang Huo,Strong bones 
Zhi Yin Yang Huo,Dispel the wind  
Zhi Yin Yang Huo,Tonifying the kidney 
Zhi Yin Yang Huo,Dehumidification
Fu Hai Shi,Resolve phlegm 
Fu Hai Shi,Break up 
Fu Hai Shi,Cleans the lungs 
Fu Hai Shi,Soft 
H0306,Publish 
H0306,Appetizer 
H0306,Aromatic dehumidification 
H0306,Relieve heat 
H0306,Wake up the spleen 
H0682,Insecticide 
H0682,Dampness 
H0682,Expectorant  
H0682,Detoxify 
Chao Huai Mi,Cool blood  
Chao Huai Mi,Hemostasis 
Chao Huai Mi,Purging fire 
Chao Huai Mi,Liver cleansing 
Ye Ming Sha,Sanyu
Ye Ming Sha,Eyesight 
Ye Ming Sha,Depletion 
Ye Ming Sha,Liver cleansing 
Zhu Ru,Resolve phlegm 
Zhu Ru,Anti-vomiting 
Zhu Ru,Clear heat 
Zhu Ru,Get rid of trouble
H0669,Wide chest 
H0669,Break up 
H0669,Li Qi 
H0669,Tongyang 
Xie BaiWu Shao She,Surely shocked 
Xie BaiWu Shao She,Dispel the wind  
Xie BaiWu Shao She,Tongluo 
H0159,Resolve phlegm 
H0159,Break up 
H0159,Anti-vomiting 
H0159,Extinguishing 
H0159,Dampness 
H0159,Inverse reduction 
H0549,Cool heart 
H0549,Resolve phlegm 
H0549,Surely shocked 
H0549,Clear heat 
H1100,Heat dissipation 
H1100,Eyesight 
H1100,Dispel the wind  
H1100,Retreat 
H0314,Diuretic
H0314,Break up 
H0314,Reduce swelling 
H0314,Clear heat 
H0314,Detoxify 
H0314,Tonglin
H0151,Pinggan 
H0151,Scatter blood 
H0151,Eyesight 
H0151,Liver cleansing 
H0151,Extinguish the wind 
H0151,Detoxify 
H0800,Soothe the nerves 
H0800,Surely shocked 
H0800,Eyesight 
H0800,Liver cleansing 
H0800,Muscle growth
H0800,Detoxify 
Tian Long,Surely shocked 
Tian Long,Break up 
Tian Long,Dispel the wind  
Tian Long,Detoxify 
Wan Nian Qing,Diuretic
Wan Nian Qing,Strong heart
Wan Nian Qing,Clear heat 
Wan Nian Qing,Detoxify 
Zhi Yuan Zhi,Ning Xin
Zhi Yuan Zhi,Soothe the nerves 
Zhi Yuan Zhi,Resuscitate 
Zhi Yuan Zhi,Reduce swelling 
Zhi Yuan Zhi,Expectorant  
Zhi Yuan Zhi,Detoxify 
Dang Gui Tan,Analgesic
Dang Gui Tan,Invigorate blood 
Dang Gui Tan,Moisturize  
Dang Gui Tan,Slippery bowel 
Dang Gui Tan,Tonic 
Dang Gui Tan,Menstruation
H0663,Cool blood  
H0663,Hemostasis 
H0663,Reduce swelling 
H0663,Remove blood stasis 
H0254,Cool blood  
H0254,Insecticide 
H0254,Hemostasis 
H0254,Clear heat 
H0254,Detoxify 
Hai Tong Pi,Analgesic
Hai Tong Pi,Rheumatism 
Hai Tong Pi,Tongluo 
H0492,Challenge 
H0492,Break up 
H0492,Antispasmodic 
H0492,Analgesic
H0492,Dispel the wind  
H0492,Tongluo 
H0625,Ufa 
H0625,Cool blood  
H0625,Hemostasis 
H0625,Germination 
H0809,Quench thirst 
H0809,Purging fire 
H0809,Moisturize  
H0809,Clear heat 
H0809,Nourish yin 
H0809,Get rid of trouble
Sheng Di Yu,Cool blood  
Sheng Di Yu,Sore 
Sheng Di Yu,Hemostasis 
Sheng Di Yu,Reduce swelling 
Sheng Di Yu,Clear heat 
Sheng Di Yu,Detoxify 
Bing Tang,And stomach
Bing Tang,Nourish the lungs
Bing Tang,Yiqi 
Bing Tang,Make up
H0565,Sekkotsuin 
H0565,Broken blood  
H0565,Susuji 
H0565,Zhuyu  
Shan Yu Rou,Solid off 
Shan Yu Rou,convergence 
Shan Yu Rou,Nourish the liver 
Shan Yu Rou,Tonifying the kidney 
H1098,Solid off Healthy waist and feet 
H1098,Sharp joints
H1098,De rheumatism
H0519,Help Yang 
H0519,Run intestines
H0519,i my crystal blood 
H0519,Tonifying the kidney 
H0519,Laxative
Dao Ya,Strengthen the spleen
Dao Ya,Wanaka 
Dao Ya,Appetizer 
Dao Ya,Digestion 
H0264,Break up 
H0264,Analgesic
H0264,Reduce swelling 
H0264,Detoxify 
H0264,Chasing the wind 
H1000,Dampness  
H1000,Resolve phlegm 
H1000,Pus
H1000,Eliminate carbuncle 
H1000,Cleans the lungs 
H1120,Publish 
H1120,Appetizer 
H1120,Anti-vomiting 
H1120,Aromatization 
H1120,Relieve heat 
H0402,Solid essence 
H0402,Eyesight 
H0402,Tonifying the kidney 
H0402,Nourish the liver 
Chao Niu Bang Zi,Liyan 
Chao Niu Bang Zi,Xuanfei
Chao Niu Bang Zi,Heat dissipation 
Chao Niu Bang Zi,Break up 
Chao Niu Bang Zi,Reduce swelling 
Chao Niu Bang Zi,Soothing wind 
Chao Niu Bang Zi,Detoxify 
Chao Niu Bang Zi,Rash 
H0739,Strengthen the spleen
H0739,Pus
H0739,Antidiarrheal 
H0739,Clear heat 
H0739,Wetting 
H0739,Chu Bi 
H0684,Dehumidification 
H0684,Antipruritic
H0684,Analgesic
H0684,Dispel the wind  
H0463,Antidiarrheal 
H0463,Hemostasis 
H0463,Astringent intestines 
H0463,Deworming 
Nama Sarashi San,Replenish 
Nama Sarashi San,Soothe the nerves 
Nama Sarashi San,Quench thirst 
Nama Sarashi San,Shengjin 
Nama Sarashi San,Puzzle 
Nama Sarashi San,Benefit the lungs 
Nama Sarashi San,Nourish the spleen  
H1209,Diuretic
H1209,Soothe the nerves 
H1209,Sanyu
H1209,Invigorate blood 
H1209,Tonglin
H1209,Stun
H0715,Diuretic
H0715,Eyesight 
H0715,Antidiarrheal 
H0715,Clear heat 
H0715,Wetting 
H0715,Expectorant  
H1215,Li Qi 
H1215,Dispel cold  
H1215,Eliminate phlegm 
H1215,Dampness 
Duan Ha Ke,Water utilization
Duan Ha Ke,Acid production
Duan Ha Ke,Resolve phlegm 
Duan Ha Ke,Hygroscopic 
Duan Ha Ke,Sore 
Duan Ha Ke,Break up 
Duan Ha Ke,Analgesic
Duan Ha Ke,Reduce swelling 
Duan Ha Ke,Cleans the lungs 
Duan Ha Ke,Soft 
H0707,Insecticide 
H0707,Diarrhea 
H0707,Detoxify 
H0707,Drink by drink 
H0145,Cool blood  
H0145,Anti-spot 
H0145,Clear heat 
H0145,Detoxify 
Abu Hyaku Bu,Insecticide 
Abu Hyaku Bu,Cough  
Abu Hyaku Bu,Nourish the lungs
Abu Hyaku Bu,Kill lice 
Zhe Shi,Cool blood  
Zhe Shi,Pinggan 
Zhe Shi,Hemostasis 
Zhe Shi,Qianyang 
Zhe Shi,Important town 
Zhe Shi,Inverse reduction 
H0715,Cool blood  
H0715,Detoxify 
H0597,Water utilization
H0597,Strong bones 
H0597,Rheumatism 
H0597,Nourish the liver 
H0597,Tonifying the kidney 
H1118,convergence 
H1118,Hemostasis 
H1118,Reduce swelling 
H1118,Muscle growth
Chao Gu Ya,Strengthen the spleen
Chao Gu Ya,Wanaka 
Chao Gu Ya,Appetizer 
Chao Gu Ya,Digestion 
H0782,Pain relief 
H0782,Reduce swelling 
H0782,Clear heat 
H0782,Detoxify 
E Jiao Zhu,Hemostasis 
E Jiao Zhu,Moisturize  
E Jiao Zhu,Nourish yin 
E Jiao Zhu,Tonic 
He Ye Bian,Cool blood  
He Ye Bian,Qingshu 
He Ye Bian,Hemostasis 
He Ye Bian,Clear heat 
He Ye Bian,Relieve heat 
Wu Gu Chong,Sluggish 
Wu Gu Chong,Clear heat 
Wang Yue Sha,Eyesight 
Wang Yue Sha,Insecticide 
Wang Yue Sha,Detoxify 
Wang Yue Sha,Retreat 
Di Long,Diuretic
Di Long,Asthma 
Di Long,Pinggan 
Di Long,Antispasmodic 
Di Long,Active 
Di Long,Clear heat 
Di Long,Extinguish the wind 
Di Long,Pass through 
H1184,Sore 
H1184,Break up 
H1184,Analgesic
H1184,Clear heat 
H1184,Muscle growth
H1184,Detoxify 
CHAO MAI YA,Milk back 
CHAO MAI YA,Digestion 
CHAO MAI YA,Qi 
H0247,Nourish the liver 
H0247,Eyesight 
H0247,Clear heat 
H0247,Retreat 
H1060,Resolve phlegm 
H1060,And stomach
H1060,Li Qi 
H1060,Shugan 
H0137,Cool blood  
H0137,Liyan 
H0137,Clear heat 
H0137,Detoxify 
H0524,Appetizer 
H0524,Analgesic
H0524,Wenzhong  
H0524,Qi 
Qing Xiang Zi,Eyesight 
Qing Xiang Zi,Purging fire 
Qing Xiang Zi,Clear heat 
Qing Xiang Zi,Retreat 
H0970,Cool blood  
H0970,Cleans the lungs 
H0970,Reduce fire 
H0970,Desteaming 
Shen Jing Cao,Active 
Shen Jing Cao,Dispel the wind  
Shen Jing Cao,Shujin 
Shen Jing Cao,Dehumidification
Da Dou Huang Juan,Dampness and heat 
Da Dou Huang Juan,Solution table 
San Leng,Analgesic
San Leng,Depletion 
San Leng,Broken blood  
San Leng,Qi 
Zhu Er Can,Hemostasis 
Zhu Er Can,Remove blood stasis 
Zhu Er Can,Analgesic
Zhu Er Can,Nourish yin 
Zhu Er Can,Nourish the lungs 
Yuan Zhi Miao,Ning Xin
Yuan Zhi Miao,Soothe the nerves 
Yuan Zhi Miao,Resuscitate 
Yuan Zhi Miao,Reduce swelling 
Yuan Zhi Miao,Expectorant  
Yuan Zhi Miao,Detoxify 
H1087,Diarrhea 
H1087,Break up 
H1087,Drink by drink 
H1087,Laxative
H0386,Break up 
H0386,Clear heat 
H0386,Nourish yin 
H0386,Qianyang 
H0386,Extinguish the wind 
H0386,Soft 
H1085,stomachic  
H1085,Analgesic
H1085,Li Qi 
H1085,Wake up the spleen 
SHUI HONG HUA ZI,Strengthen the spleen
SHUI HONG HUA ZI,Dampness  
SHUI HONG HUA ZI,Eyesight 
SHUI HONG HUA ZI,Invigorate blood 
SHUI HONG HUA ZI,Depletion 
SHUI HONG HUA ZI,Clear heat 
SHUI HONG HUA ZI,Detoxify 
H1131,Bone 
H1131,Nourish blood 
H1131,Nourish yin 
H1131,Qianyang 
H1131,Tonifying the kidney 
H1131,Fill the heart 
H1213,Dampness  
H1213,Sanyu
H1213,Invigorate blood 
H1213,Clear heat 
H1213,Dispel the wind  
H1213,Detoxify 
H1213,Tongluo 
Ji Guan Hua Tan,convergence 
Ji Guan Hua Tan,Stop band 
Ji Guan Hua Tan,Stop dysentery 
Ji Guan Hua Tan,Hemostasis 
H0275,Dissipate wind heat 
H0275,Retreat 
H0439,Resolve phlegm 
H0439,Break up 
H0439,Anti-vomiting 
H0439,Extinguishing 
H0439,Dampness 
H0439,Inverse reduction 
H0886,Cool blood  
H0886,Reduce swelling 
H0886,Clear heat 
H0886,Dampness 
H0886,Detoxify 
H0577,Invigorate blood 
H0577,Clear heat 
H0577,Dampness
H0577,Sanyu
H0577,Detoxify 
H0577,Diuretic
Shi Nan YeBai Shi Zhi,Thick intestine 
Shi Nan YeBai Shi Zhi,Astringent intestines 
Shi Nan YeBai Shi Zhi,Antidiarrheal 
Shi Nan YeBai Shi Zhi,Nourish the lungs 
Shi Nan YeBai Shi Zhi,Tonic bone marrow 
H0958,Strengthen the spleen
H0958,Shengjin 
H0958,Yiqi 
H0958,Nourish the lungs 
H0162,Surely shocked 
H0162,To purify the liver  
H0162,Clear heat 
H0162,Dampness 
Xi Jiao,Cool blood  
Xi Jiao,Surely shocked 
Xi Jiao,Clear heat 
Xi Jiao,Detoxify 
Sheng Gu Sui Bu,Strong bones 
Sheng Gu Sui Bu,Analgesic
Sheng Gu Sui Bu,Invigorate blood 
Sheng Gu Sui Bu,Tonifying the kidney 
H0064,Dissipate wind heat 
H0064,Clear heat 
H0064,Detoxify 
H1185,Digestion 
H1185,Wenzhong  
H1185,Dampness 
H1185,Wake up the spleen 
H1154,Water utilization
H1154,Break up 
H1154,Eliminate phlegm 
H1154,Soft 
Mi huai Jiao,Cool blood  
Mi huai Jiao,Hemostasis 
Mi huai Jiao,Purging fire 
Mi huai Jiao,Clear heat 
Shi Nan Ye,Tonifying the kidney 
Shi Nan Ye,Dispel the wind  
Shi Nan Ye,Pass through 
Chao Bai Qian Niu Zi,Water utilization
Chao Bai Qian Niu Zi,Insecticide 
Chao Bai Qian Niu Zi,Depletion 
Chao Bai Qian Niu Zi,Expectorant  
Chao Bai Qian Niu Zi,Drink by drink 
Chao Bai Qian Niu Zi,Laxative
H0934,Cool blood  
H0934,Hemostasis 
H0934,Eliminate carbuncle 
H0934,Reduce swelling 
H0934,Remove blood stasis 
H1202,Purging fire 
H1202,Chancre fever 
H1202,Clear heat 
H1202,Dampness 
H1202,Detoxify 
H1202,Degenerative fever 
Shen Qu,Strengthen the spleen
Shen Qu,Chemical product 
Shen Qu,And stomach
Shen Qu,Digestion 
H0915,sweat
H0915,Dispel cold  
H0915,Solution table 
H0915,Tongyang 
Wu Lian Mei,An round 
Wu Lian Mei,Constrict the lungs 
Wu Lian Mei,Cough  
Wu Lian Mei,Antidiarrheal 
Wu Lian Mei,Hemostasis 
Wu Lian Mei,Astringent intestines 
Wu Lian Mei,Shengjin 
H0338,Resolve phlegm 
H0338,Break up 
H0338,Anti-vomiting 
H0338,Extinguishing 
H0338,Dampness 
H0338,Inverse reduction 
H0706,Sanyu
H0706,Analgesic
H0706,Invigorate blood 
H0706,Li Qi 
H0719,Strengthen the spleen
H0719,Resolve phlegm 
H0719,Dampness 
H0719,Li Qi 
Dai Ha San,Resolve phlegm 
Dai Ha San,Purging fire 
Dai Ha San,Clear heat 
Dai Ha San,Liver cleansing 
Fo Shou Hua,And stomach
Fo Shou Hua,Fast diaphragm  
Fo Shou Hua,Li Qi 
Fo Shou Hua,Soothing the liver 
H0375,Stop dysentery 
H0375,Clear heat 
H0375,Detoxify 
Ma Bo,Liyan 
Ma Bo,Hemostasis 
Ma Bo,Clear heat 
Ma Bo,Detoxify 
Zhi Ci Wei Pi,Huayu 
Zhi Ci Wei Pi,convergence 
Zhi Ci Wei Pi,Analgesic
Zhi Ci Wei Pi,Hemostasis 
Zhi Ci Wei Pi,Astringent 
Zhi Ci Wei Pi,Urinary contraction 
Hai Ha Fen,Dingchuan 
Hai Ha Fen,Stop cough 
Hai Ha Fen,Tonifying the kidney 
Hai Ha Fen,Nourish the lungs 
xiao Hong Zao,Nourish the stomach
xiao Hong Zao,Nourish blood 
xiao Hong Zao,Harmony 
xiao Hong Zao,Soothe the nerves 
xiao Hong Zao,Yiqi 
xiao Hong Zao,Nourish the spleen  
xiao Hong Zao,Reconcile the camp and guard 
H0092,Pinggan 
H0092,Disperse the wind 
H0092,Eyesight 
H0092,Clear heat 
Ling Xiao Hua,Cool blood  
Ling Xiao Hua,Remove blood stasis 
Ling Xiao Hua,Dispel the wind  
Ling Xiao Hua,Blood run 
Lian Fang Tan,Hemostasis 
Lian Fang Tan,Eliminate blood stasis 
Mi Pi Pa Ye,Cough  
Mi Pi Pa Ye,Cleans the lungs 
H0331,Sharp joints
H0331,Dispel cold  
H0331,Analgesic
H0331,Rheumatism 
H0331,Solution table 
H0335,Asthma 
H0335,Eyesight 
H0335,Cough  
H0335,Clear heat 
H0335,Liver cleansing 
H0335,Dampness 
Ji Nei Jin,Strengthen the spleen
Ji Nei Jin,Chemical food 
Ji Nei Jin,Stop
Ji Nei Jin,Elimination of symptoms  
Ji Nei Jin,Digestion 
Ji Nei Jin,Astringent 
H1191,Solid off 
H1191,Fumai 
H1191,Replenish 
H1191,Blood intake 
H1191,Yiqi 
Shi Lian,Cool blood  
Shi Lian,To remove blood stasis 
Shi Lian,Stop dysentery 
Shi Lian,Clear heat 
Shi Lian,Detoxify 
H0049,Diuretic
H0049,Clear heat 
H0049,Treatment of sores 
H0049,Yiyin  
H0049,Detoxify 
H0049,Tonglin
Chao Shen Qu,Strengthen the spleen
Chao Shen Qu,Chemical product 
Chao Shen Qu,And stomach
Chao Shen Qu,Digestion 
Chao Ku Xing Ren,Get angry  
Chao Ku Xing Ren,Asthma 
Chao Ku Xing Ren,Kaibi 
Chao Ku Xing Ren,Cough  
Chao Ku Xing Ren,Run intestines
Chao Ku Xing Ren,Expectorant  
H0453,Get angry  
H0453,Inverse reduction 
Duan Long Chi,Soothe the nerves 
Duan Long Chi,Clear heat 
Duan Long Chi,Stun
Duan Long Chi,Get rid of trouble
Dong Kui Zi,Breast milk 
Dong Kui Zi,Water utilization
Dong Kui Zi,Slippery bowel 
Dong Kui Zi,Laxative
Dong Kui Zi,Tonglin
Tian Xian Teng,Water utilization
Tian Xian Teng,Invigorate blood 
Tian Xian Teng,Reduce swelling 
Tian Xian Teng,Qi 
H1214,Insecticide 
H1214,Antidiarrheal 
H1214,Antipruritic
H1214,Analgesic
H1214,Wenzhong  
H1214,Dehumidification
H0783,Huayu 
H0783,Invigorate blood 
H0783,Reduce swelling 
H0783,Gyozui 
Hai Piao Xiao,Acid production
Hai Piao Xiao,Solid essence 
Hai Piao Xiao,convergence 
Hai Piao Xiao,Hygroscopic 
Hai Piao Xiao,Sore 
Hai Piao Xiao,Stop band 
Hai Piao Xiao,Analgesic
Hai Piao Xiao,Hemostasis 
H0873,Insecticide 
H0873,Analgesic
H0873,Venting heat   
H0873,Soothing the liver 
H0873,Qi 
H0662,And stomach
H0662,Warm the liver 
H0662,Analgesic
H0662,Warm the kidney 
H0662,Qi 
H0618,Dispel cold  
H0618,Analgesic
H0618,Reduce swelling 
H0618,Wenjing 
H0618,Dispel the wind  
H0618,Dehumidification
H0892,Open depressed 
H0892,Analgesic
H0892,Invigorate blood 
H0892,Remove blood stasis 
H0892,Dispel the wind  
H0892,Qi 
H0173,Insecticide 
H0173,Purge 
H0173,Liver cleansing 
H0640,Fetus 
H0640,Analgesic
H0640,Li Qi 
H0640,Depression 
H0640,Menstruation
Jiao Bai Shao,Nourish blood 
Jiao Bai Shao,Heying 
Jiao Bai Shao,Pinggan 
Jiao Bai Shao,Yin 
Jiao Bai Shao,Analgesic
Jiao Bai Shao,Urgency 
H1146,Analgesic
H1146,Rheumatism 
H1146,Pass through 
H1146,Tongluo 
Yu Zhi Zi,Urinate 
Yu Zhi Zi,And stomach
Yu Zhi Zi,Break up 
Yu Zhi Zi,Analgesic
Yu Zhi Zi,Invigorate blood 
Yu Zhi Zi,Soothing the liver 
Yu Zhi Zi,Soft 
Shi Jian Chuan,Dampness  
Shi Jian Chuan,Huayu 
Shi Jian Chuan,Break up 
Shi Jian Chuan,Invigorate blood 
Shi Jian Chuan,Reduce swelling 
Shi Jian Chuan,Clear heat 
H0072,Disperse the wind 
H0072,Solution table 
H0072,Rash 
H0175,Help Yang 
H0175,Strong bones 
H0175,Reduce swelling 
H0175,Warm the kidney 
H0175,Blood run 
H0495,Pain relief 
H0495,Invigorate blood 
H0495,Dispel the wind  
H0495,Dehumidification
H0638,Open depressed 
H0638,Break up 
H0638,Resolve phlegm 
H0638,Cough  
H0638,Asthma 
H0638,Clear heat 
